,Pathogen,Numlist,StudyNum,Study,Author,year,Gene_ID,Virulence_factor,Disease_Variable_Recat,Mutant_dis_mean,Mutant_dis_mean_stand,Mutant_sdcal,Mutant_dis_sd,Mutant_dis_sd_stand,Mutant_N,SE_SD,Wildtype_dis_mean,Wildtype_dis_mean_stand,Wildtype_sdcal,Wildtype_dis_sd,Wildtype_dis_sd_stand,Wildtype_N,Infection_Strategy,Necrotrophic,Saprophytic,Hemibiotrophic,Biotrophic,Class of Host being affected,Fruits,Field,Woody,Ornamental,Mode of transmission,Air,Soil,Water,Host tissue target,Leaves/stem,Fruits/Flower,Root/Vascular,Seeds/grains,Type of disease,Cohen_d,perchange
504,Verticillium dahliae,359,32,Host-Induced Gene Silencing of an Adenylate Kinase Gene Involved in Fungal Energy Metabolism Improves Plant Resistance to Verticillium dahliae,Su,2020,VdAk,Enzymes,fungal biomass,0.092753623,0.092753623,9.86E-02,5.80E-03,5.80E-03,3,sd,0.313043478,0.313043478,0.330434783,1.74E-02,1.74E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-16.99411706,-0.703703704
496,Verticillium dahliae,355,32,Host-Induced Gene Silencing of an Adenylate Kinase Gene Involved in Fungal Energy Metabolism Improves Plant Resistance to Verticillium dahliae,Su,2020,VdAk,Enzymes,fungal biomass,0.185507246,0.185507246,0.197101449,1.16E-02,1.16E-02,3,sd,0.579710145,0.579710145,0.620289855,4.06E-02,4.06E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-13.20948778,-0.680000001
490,Verticillium dahliae,352,32,Host-Induced Gene Silencing of an Adenylate Kinase Gene Involved in Fungal Energy Metabolism Improves Plant Resistance to Verticillium dahliae,Su,2020,VdAk,Enzymes,fungal biomass,0.353623188,0.353623188,0.376811594,2.32E-02,2.32E-02,3,sd,1.002898551,1.002898551,1.049275362,4.64E-02,4.64E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-17.70875476,-0.647398844
498,Verticillium dahliae,356,32,Host-Induced Gene Silencing of an Adenylate Kinase Gene Involved in Fungal Energy Metabolism Improves Plant Resistance to Verticillium dahliae,Su,2020,VdAk,Enzymes,fungal biomass,0.226086957,0.226086957,0.237681159,1.16E-02,1.16E-02,3,sd,0.579710145,0.579710145,0.620289855,4.06E-02,4.06E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-11.84968754,-0.609999999
494,Verticillium dahliae,354,32,Host-Induced Gene Silencing of an Adenylate Kinase Gene Involved in Fungal Energy Metabolism Improves Plant Resistance to Verticillium dahliae,Su,2020,VdAk,Enzymes,fungal biomass,0.347826087,0.347826087,0.371014493,2.32E-02,2.32E-02,3,sd,0.579710145,0.579710145,0.620289855,4.06E-02,4.06E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-7.016464159,-0.4
500,Verticillium dahliae,357,32,Host-Induced Gene Silencing of an Adenylate Kinase Gene Involved in Fungal Energy Metabolism Improves Plant Resistance to Verticillium dahliae,Su,2020,VdAk,Enzymes,fungal biomass,0.226086957,0.226086957,0.243478261,1.74E-02,1.74E-02,3,sd,0.313043478,0.313043478,0.330434783,1.74E-02,1.74E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-5.000000058,-0.277777776
488,Verticillium dahliae,351,32,Host-Induced Gene Silencing of an Adenylate Kinase Gene Involved in Fungal Energy Metabolism Improves Plant Resistance to Verticillium dahliae,Su,2020,VdAk,Enzymes,fungal biomass,0.747826087,0.747826087,0.788405797,4.06E-02,4.06E-02,3,sd,1.002898551,1.002898551,1.049275362,4.64E-02,4.64E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-5.853672911,-0.25433526
508,Verticillium dahliae,396,35,Extracellular superoxide dismutase VdSOD5 is required for virulence in Verticillium dahliae,Tian,2020,VdSOD5,Enzymes,fungal biomass,0.565445026,0.565445026,0.602094241,3.66E-02,3.66E-02,3,sd,0.832460733,0.832460733,0.895287958,6.28E-02,6.28E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-5.191663305,-0.320754717
506,Verticillium dahliae,395,35,Extracellular superoxide dismutase VdSOD5 is required for virulence in Verticillium dahliae,Tian,2020,VdSOD5,Enzymes,fungal biomass,0.581151832,0.581151832,0.643979058,6.28E-02,6.28E-02,3,sd,0.832460733,0.832460733,0.895287958,6.28E-02,6.28E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-4.000000016,-0.301886793
512,Verticillium dahliae,398,35,Extracellular superoxide dismutase VdSOD5 is required for virulence in Verticillium dahliae,Tian,2020,VdSOD5,Enzymes,fungal biomass,0.811518325,0.811518325,0.848167539,3.66E-02,3.66E-02,3,sd,0.832460733,0.832460733,0.895287958,6.28E-02,6.28E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-0.407189271,-0.025157232
510,Verticillium dahliae,397,35,Extracellular superoxide dismutase VdSOD5 is required for virulence in Verticillium dahliae,Tian,2020,VdSOD5,Enzymes,fungal biomass,0.895287958,0.895287958,0.942408377,4.71E-02,4.71E-02,3,sd,0.832460733,0.832460733,0.895287958,6.28E-02,6.28E-02,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,1.131370848,0.075471698
503,Verticillium dahliae,497,54,The Verticillium dahliae SnodProt1-Like Protein VdCP1 Contributes to Virulence and Triggers the Plant Immune System,Zhang,2017,VdCP1,Effector,disease index,29.17910448,30.59701493,30.44776119,1.268656716,4.22885572,3,sd,36.49253731,36.49253731,37.8358209,1.343283582,1.343283582,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-1.879059596,-0.161554192
501,Verticillium dahliae,496,54,The Verticillium dahliae SnodProt1-Like Protein VdCP1 Contributes to Virulence and Triggers the Plant Immune System,Zhang,2017,VdCP1,Effector,disease index,28.50746269,95.02487563,30.44776119,1.940298507,6.46766169,3,sd,36.49253731,36.49253731,37.8358209,1.343283582,1.343283582,3,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,12.53121238,1.603953647
515,Verticillium dahliae,503,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,0,0,,1.00E-04,1.00E-04,30,sd,2.503989362,2.503989362,2.597074468,9.31E-02,9.31E-02,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-38.04232304,-1
517,Verticillium dahliae,504,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,0.186170213,0.186170213,,1.00E-04,1.00E-04,30,sd,2.503989362,2.503989362,2.597074468,9.31E-02,9.31E-02,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-35.21389753,-0.925650558
519,Verticillium dahliae,505,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,0.493351064,0.493351064,,1.00E-04,1.00E-04,30,sd,2.503989362,2.503989362,2.597074468,9.31E-02,9.31E-02,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-30.54699545,-0.802973978
521,Verticillium dahliae,506,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,0.865691489,0.865691489,,1.00E-04,1.00E-04,30,sd,2.503989362,2.503989362,2.597074468,9.31E-02,9.31E-02,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-24.89014445,-0.654275093
507,Verticillium dahliae,499,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,0.316489362,0.316489362,0.372340426,5.59E-02,5.59E-02,30,sd,0.865691489,0.865691489,0.977393617,0.111702128,0.111702128,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-6.219146039,-0.634408602
523,Verticillium dahliae,507,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,1.02393617,1.02393617,,1.00E-04,1.00E-04,30,sd,2.503989362,2.503989362,2.597074468,9.31E-02,9.31E-02,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-22.48598277,-0.591078067
509,Verticillium dahliae,500,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,0.670212766,0.670212766,0.707446809,3.72E-02,3.72E-02,30,sd,1.377659574,1.377659574,1.45212766,7.45E-02,7.45E-02,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-12.01665508,-0.513513513
513,Verticillium dahliae,502,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,1.256648936,1.256648936,1.331117021,7.45E-02,7.45E-02,30,sd,2.503989362,2.503989362,2.597074468,9.31E-02,9.31E-02,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-14.79782454,-0.498141264
511,Verticillium dahliae,501,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,0.986702128,0.986702128,1.033244681,4.65E-02,4.65E-02,30,sd,1.880319149,1.880319149,1.917553191,3.72E-02,3.72E-02,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,-21.20285295,-0.475247525
505,Verticillium dahliae,498,55,MADS-Box Transcription Factor VdMcm1 Regulates Conidiation Microsclerotia Formation Pathogenicity and Secondary Metabolism of Verticillium dahliae,Xiong,2016,VdMcm1,TF,colony diameter,0.046542553,0.046542553,,,,30,sd,0.018617021,0.018617021,,,,30,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,27925.532,1.500000027
525,Verticillium dahliae,508,56,Molecular characterization and functional analysis of a specific secreted protein from highly virulent defoliating Verticillium dahliae,Liu,2013,VdSSp,Effector,disease index,1.272727273,1.272727273,2.545454545,1.272727273,1.272727273,15,sd,1.272727273,1.272727273,2.181818182,0.909090909,0.909090909,15,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,0,0
527,Verticillium dahliae,509,56,Molecular characterization and functional analysis of a specific secreted protein from highly virulent defoliating Verticillium dahliae,Liu,2013,VdSSp,Effector,disease index,6.545454545,6.545454545,7.818181818,1.272727273,1.272727273,15,sd,11.45454545,1.272727273,12.18181818,0.727272727,0.727272727,15,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,5.086936511,4.142857141
535,Verticillium dahliae,513,56,Molecular characterization and functional analysis of a specific secreted protein from highly virulent defoliating Verticillium dahliae,Liu,2013,VdSSp,Effector,disease index,29.81818182,29.81818182,31.81818182,2,2,15,sd,49.09090909,2,52.36363636,3.272727273,3.272727273,15,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,10.2571433,13.90909091
529,Verticillium dahliae,510,56,Molecular characterization and functional analysis of a specific secreted protein from highly virulent defoliating Verticillium dahliae,Liu,2013,VdSSp,Effector,disease index,20.18181818,20.18181818,21.45454545,1.272727273,1.272727273,15,sd,28,1.272727273,28.72727273,0.727272727,0.727272727,15,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,18.2428068,14.85714285
531,Verticillium dahliae,511,56,Molecular characterization and functional analysis of a specific secreted protein from highly virulent defoliating Verticillium dahliae,Liu,2013,VdSSp,Effector,disease index,24,24,25.27272727,1.272727273,1.272727273,15,sd,36.54545455,1.272727273,40.54545455,4,4,15,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,7.657048648,17.85714285
533,Verticillium dahliae,512,56,Molecular characterization and functional analysis of a specific secreted protein from highly virulent defoliating Verticillium dahliae,Liu,2013,VdSSp,Effector,disease index,25.09090909,25.09090909,26.36363636,1.272727273,1.272727273,15,sd,40.72727273,1.272727273,45.27272727,4.545454545,4.545454545,15,Biotrophic/Necrotrophic,1,0,0,1,Vegetables/Fruits/ornamental,1,0,1,1,Soil_water,0,1,0,Root/Vascular,0,0,1,0,wilt,7.13602471,18.71428571
260,Fusarium graminearum,29,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,3.387431,3.387431,1.36659436,1.36659436,1.36659436,3,sd,7.168508,7.168508,0,1.635032538,1.635032538,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-2.509337047,-0.52745662
252,Fusarium graminearum,25,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,0.875862069,0.875862069,1.151724138,0.275862069,0.275862069,8,sd,1.827586207,1.827586207,0,0.206897,0.206897,8,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-3.903226388,-0.520754717
254,Fusarium graminearum,26,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,0.896551724,0.896551724,1.296551724,0.4,0.4,8,sd,1.827586207,1.827586207,0,0.206897,0.206897,8,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-2.923748216,-0.509433962
258,Fusarium graminearum,28,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,3.522099,3.522099,0.805314534,0.805314534,0.805314534,3,sd,7.168508,7.168508,0,1.635032538,1.635032538,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-2.829368574,-0.508670563
249,Fusarium graminearum,30,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,3.63605,3.63605,1.073752711,1.073752711,1.073752711,3,sd,7.168508,7.168508,0,1.635032538,1.635032538,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-2.553899727,-0.492774508
256,Fusarium graminearum,27,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,0.972413793,0.972413793,1.310344828,0.337931035,0.337931035,8,sd,1.827586207,1.827586207,0,0.206897,0.206897,8,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-3.05220475,-0.467924528
247,Fusarium graminearum,24,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,1.034482759,1.034482759,1.406896552,0.372413793,0.372413793,8,sd,1.827586207,1.827586207,0,0.206897,0.206897,8,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-2.632742797,-0.433962264
265,Fusarium graminearum,38,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,3.78866,3.78866,1.30761523,1.30761523,1.30761523,3,sd,5.325387,5.325387,0,1.26252505,1.26252505,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-1.195647237,-0.288566258
261,Fusarium graminearum,36,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,6.029605,6.029605,1.705942623,1.705942623,1.705942623,3,sd,8.328947,8.328947,0,1.544569672,1.544569672,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-1.413016451,-0.27606635
263,Fusarium graminearum,39,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,3.885309,3.885309,1.578156313,1.578156313,1.578156313,3,sd,5.325387,5.325387,0,1.26252505,1.26252505,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-1.007694928,-0.27041753
250,Fusarium graminearum,37,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,3.981959,3.981959,0.879258517,0.879258517,0.879258517,3,sd,5.325387,5.325387,0,1.26252505,1.26252505,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-1.234878695,-0.252268614
259,Fusarium graminearum,35,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,6.335526,6.335526,1.314036885,1.314036885,1.314036885,3,sd,8.328947,8.328947,0,1.544569672,1.544569672,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-1.390166964,-0.239336497
257,Fusarium graminearum,34,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,6.513158,6.513158,1.40625,1.40625,1.40625,3,sd,8.328947,8.328947,0,1.544569672,1.544569672,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-1.229351569,-0.218009431
251,Fusarium graminearum,31,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,6.743785,6.743785,0.878524946,0.878524946,0.878524946,3,sd,7.168508,7.168508,0,1.635032538,1.635032538,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-0.323606696,-0.059248452
253,Fusarium graminearum,32,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,6.837017,6.837017,1.02494577,1.02494577,1.02494577,3,sd,7.168508,7.168508,0,1.635032538,1.635032538,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-0.24293547,-0.046242677
248,Fusarium graminearum,33,4,Fungal CFEM effectors negatively regulate a maize wall-associated kinase by interacting with its alternatively spliced variant to dampen resistance,Zuo,2022,CFEM,Effector,lesion size 1D,7.085635,7.085635,0.902928416,0.902928416,0.902928416,3,sd,7.168508,7.168508,0,1.635032538,1.635032538,3,Biotrophic/Necrotrophic,1,0,0,1,Field,0,1,0,0,Air_water,1,0,0,Seeds/grains,0,0,1,1,blight/wilt,-0.062748273,-0.011560704
